Name,Target
ankit,1
ANANDI,0
nadian,0
anandi,0
iadann,0
anandi,0
uvaritk,0
truakvi,0
VRUTIKA,0
vuaktri,0
VRUTIKA,0
DHRUMIN,1
dhrumin,1
dimuhrn,1
rmudnhi,1
idnmuhr,1
MUSKAN,0
muskan,0
muskan,0
sunamk,0
asnumk,0
ikeshr,1
krihse,1
kshrei,1
rikesh,1
rikesh,1
kiygan,1
gyknia,1
YAGNIK,1
yaingk,1
YAGNIK,1
vuyi,0
YUVI,0
iyuv,0
vyui,0
YUVI,0
YUVARAJ,1
YUVARAJ,1
YUVARAJ,1
aauvyrj,1
YUVARAJ,1
manav,1
MANAV,1
mnava,1
anvam,1
manav,1
grishma,0
GRISHMA,0
hrismag,0
hragmsi,0
grishma,0
BRINDA,0
BRINDA,0
brinda,0
brinda,0
brinda,0
epdjeay,1
deeyajp,1
eyadjep,1
JAYDEEP,1
eajdype,1
uyg,1
YUG,1
yug,1
YUG,1
guy,1
apir,0
iapr,0
irpa,0
prai,0
pari,0
keyur,1
eyurk,1
keyur,1
KEYUR,1
KEYUR,1
khsaa,1
akash,1
akash,1
akash,1
ashka,1
hidiv,0
VIDHI,0
vidhi,0
ihvid,0
ivdih,0
dhhsiiva,0
iaisdhhv,0
vidhisha,0
vidhisha,0
disivhah,0
jimy,0
jimy,0
jimy,0
JIMY,0
imyj,0
bhadresh,1
BHADRESH,1
BHADRESH,1
bhadresh,1
bhadresh,1
srmiaa,1
rsaiam,1
imaras,1
amisar,1
raaims,1
zleni,1
ilnez,1
ZENIL,1
nlize,1
zenil,1
nhackna,0
kanchan,0
cnknhaa,0
kchnaan,0
kachnna,0
psanaa,0
naapsa,0
aanspa,0
aanspa,0
apasna,0
eifn,0
einf,0
FENI,0
fnie,0
fnei,0
RAJSHREE,0
rajshree,0
rajshree,0
RAJSHREE,0
shraejer,0
auprasw,0
SWARUPA,0
SWARUPA,0
awauspr,0
swarupa,0
dipsa,0
dipsa,0
dspia,0
sadpi,0
sidpa,0
rseihch,1
esrhich,1
isrhhce,1
cherish,1
cherish,1
tari,0
tari,0
tira,0
iatr,0
tari,0
hiilaasv,0
aiihlasv,0
viaalhsi,0
VAISHALI,0
ilsvahai,0
nshaihmi,0
hiahmsin,0
ihnhimas,0
hmahnisi,0
inimashh,0
hrhiaar,1
rairhha,1
harihar,1
harhiar,1
riaarhh,1
truich,1
ruchit,1
ruchit,1
cuhrit,1
ruchit,1
rnoo,0
oonr,0
NOOR,0
nroo,0
noor,0
ANMOL,1
lnoam,1
oanml,1
aonlm,1
anmol,1
rtgyai,0
GAYTRI,0
gaytri,0
yirtag,0
GAYTRI,0
rtiushhs,0
uihshrts,0
usrthhis,0
SHRUSHTI,0
rushihts,0
AKSHAR,1
AKSHAR,1
akarhs,1
akshar,1
ahrksa,1
hynasiva,0
SHIVANYA,0
SHIVANYA,0
snayviha,0
sihvnyaa,0
unqiue,1
uiueqn,1
ueuqin,1
unique,1
UNIQUE,1
RUJAL,0
rujal,0
ujrla,0
RUJAL,0
rujla,0
gulista,0
aiugstl,0
GULISTA,0
GULISTA,0
gulista,0
avghar,1
havagr,1
araghv,1
raghav,1
hgavra,1
rlaog,0
GORAL,0
arogl,0
GORAL,0
GORAL,0
jayraj,1
jjryaa,1
rajajy,1
JAYRAJ,1
jyraja,1
prashant,1
PRASHANT,1
prashant,1
npaarsth,1
nhaspart,1
asrnksa,1
ksrsana,1
SANSKAR,1
nsaaskr,1
snaskar,1
emianf,0
FEMINA,0
FEMINA,0
femina,0
FEMINA,0
sryaah,0
asyhra,0
asrahy,0
sahary,0
SHAYRA,0
SANDY,0
SANDY,0
sandy,0
sdnya,0
SANDY,0
uvrslha,1
VRUSHAL,1
uvsharl,1
vrushal,1
rsvluha,1
BHAVIN,1
biahnv,1
BHAVIN,1
BHAVIN,1
vinabh,1
lemahsk,1
ahemlsk,1
KAMLESH,1
KAMLESH,1
KAMLESH,1
ikaln,0
nlkia,0
nialk,0
iklna,0
nklai,0
avira,0
varai,0
arvai,0
aavir,0
aairv,0
KARAN,1
aankr,1
KARAN,1
karan,1
KARAN,1
nohsggji,1
JOGSINGH,1
jogsingh,1
hnogijsg,1
isgjgonh,1
niukr,0
RINKU,0
RINKU,0
rinku,0
rinku,0
mliarn,0
airlnm,0
NIRMLA,0
nirmla,0
NIRMLA,0
kpdeeul,1
epkldeu,1
euedkpl,1
KULDEEP,1
deelkup,1
sapan,1
anpsa,1
asnpa,1
sapan,1
naspa,1
budaheep,1
BHAUDEEP,1
epehdbua,1
aubpheed,1
BHAUDEEP,1
raznaa,0
aanazr,0
anrzaa,0
aarnaz,0
anraza,0
reaem,0
reema,0
reema,0
REEMA,0
erame,0
ramuy,1
mayur,1
aurmy,1
ayrum,1
umary,1
danika,0
kdnaai,0
iadkan,0
danika,0
DANIKA,0
sillam,0
sillam,0
SILLAM,0
sillam,0
SILLAM,0
VARUN,1
varun,1
vraun,1
uvarn,1
vuran,1
HARSHID,1
rdhhsia,1
HARSHID,1
sarhhid,1
harshid,1
RISHA,0
isarh,0
iasrh,0
siahr,0
rhasi,0
nbsaria,0
banasri,0
anasibr,0
israabn,0
nasarbi,0
fiona,0
FIONA,0
oniaf,0
noifa,0
fiona,0
iaajilrhntc,0
chitranjali,0
icltjiraahn,0
CHITRANJALI,0
chitranjali,0
kriyesha,0
kriyesha,0
ykisaher,0
hikearys,0
KRIYESHA,0
ayravd,0
avdayr,0
dravya,0
varyad,0
dravya,0
NAGMA,0
nagma,0
nagma,0
gmana,0
nagma,0
eanpu,0
upena,0
eupna,0
upena,0
upena,0
vianr,1
varni,1
varni,1
VARNI,1
VARNI,1
kruti,0
KRUTI,0
kruti,0
kitru,0
rukti,0
adia,0
adai,0
diaa,0
idaa,0
aida,0
VANDAN,1
vandan,1
vnadan,1
vandan,1
naavdn,1
shakmari,0
srkahmia,0
hiaarmsk,0
KARISHMA,0
KARISHMA,0
SUNNY,1
uynns,1
nuysn,1
ysunn,1
nnuys,1
syaiiha,0
asiyahi,0
aiiasyh,0
siyaahi,0
siyaahi,0
amrepetn,1
pteemanr,1
MANPREET,1
emtrpane,1
manpreet,1
hiari,0
iahri,0
ihiar,0
hiari,0
hriai,0
ablinj,0
BINJAL,0
lajinb,0
lajnbi,0
blijna,0
miya,0
iyma,0
YAMI,0
yiam,0
yami,0
iudns,1
isdun,1
dsinu,1
dnsiu,1
sindu,1
iybnn,0
nyinb,0
ynbin,0
binny,0
BINNY,0
assir,0
issra,0
srisa,0
ssria,0
asrsi,0
itraki,0
itikra,0
iiktar,0
ritika,0
RITIKA,0
itayin,0
nyiiat,0
yiniat,0
ayitni,0
niyati,0
barkha,0
bhrkaa,0
hbaakr,0
kraabh,0
BARKHA,0
iartch,0
CHITRA,0
chitra,0
icraht,0
rahtic,0
MEGHANA,0
anhaemg,0
meagnha,0
amegnha,0
anhameg,0
sthmii,0
mishti,0
mishti,0
MISHTI,0
mishti,0
shilaurv,0
VRUSHALI,0
uhsvalri,0
savuhrli,0
uarilhsv,0
larhius,0
rsauilh,0
hsurali,0
RUSHALI,0
hailusr,0
itee,0
eiet,0
tiee,0
itee,0
ITEE,0
hiti,0
tiih,0
hiti,0
hiti,0
hiti,0
zbnira,0
BRINZA,0
abzrni,0
brinza,0
aibnzr,0
nisha,0
saihn,0
nisha,0
sniha,0
NISHA,0
MRUNAL,1
MRUNAL,1
MRUNAL,1
MRUNAL,1
rmalnu,1
eeyaz,0
ezaye,0
ezeay,0
zeeya,0
zeeya,0
imisr,0
smrii,0
misri,0
misri,0
irims,0
aneetz,0
zeenat,0
teanez,0
ezaent,0
zantee,0
darpan,1
darpan,1
DARPAN,1
ranpda,1
DARPAN,1
koral,0
kralo,0
KORAL,0
lkora,0
loark,0
ankush,1
kashun,1
aukhsn,1
ANKUSH,1
nhukas,1
CHAKSHU,0
hcsauhk,0
sckuahh,0
hhsucka,0
chuhsak,0
tasarika,0
rsaaaitk,0
airtasak,0
tasarika,0
tasarika,0
taanishka,0
iahatakns,0
TAANISHKA,0
aantikash,0
nkaathasi,0
KUMUD,0
KUMUD,0
ukudm,0
kdumu,0
kumdu,0
trisha,0
TRISHA,0
trisha,0
trisha,0
ahrist,0
MARGI,0
arigm,0
rmgai,0
mirga,0
margi,0
chaur,0
charu,0
hurac,0
charu,0
charu,0
rcaanh,1
CHARAN,1
CHARAN,1
CHARAN,1
rcahna,1
MANAS,1
ansam,1
mnaas,1
snaam,1
manas,1
kesha,0
KESHA,0
KESHA,0
eskah,0
KESHA,0
DIYARA,0
diyara,0
ryadia,0
dayair,0
diayra,0
kthiir,0
kirthi,0
kirthi,0
trikhi,0
KIRTHI,0
arman,1
anarm,1
amrna,1
aarnm,1
ARMAN,1
mamusi,0
smaium,0
siumam,0
masumi,0
MASUMI,0
ruvpam,1
upmrav,1
maurvp,1
ruvpam,1
purvam,1
NARESH,1
naresh,1
anhsre,1
naresh,1
NARESH,1
deyrah,1
hdyaer,1
aydhre,1
RADHEY,1
RADHEY,1
SHREYON,1
shreyon,1
shreyon,1
shreyon,1
oshryen,1
VINAY,1
VINAY,1
vinay,1
ynaiv,1
VINAY,1
vineet,1
eitnev,1
etnvie,1
VINEET,1
ievent,1
agarim,0
agiarm,0
garima,0
garima,0
gmarai,0
lviam,1
VIMAL,1
lvami,1
VIMAL,1
VIMAL,1
nghavaais,0
ansiavhag,0
ainvhsaga,0
shivaagna,0
shivaagna,0
snijiweat,0
natiwjise,0
tejaswini,0
TEJASWINI,0
eaijnitsw,0
vynaal,0
yaalvn,0
lynaav,0
lavnya,0
LAVNYA,0
alp,0
PAL,0
pla,0
alp,0
apl,0
tyani,0
tyani,0
TYANI,0
tyani,0
naity,0
SANCHET,1
sanchet,1
anetchs,1
sanchet,1
haesctn,1
AFTAB,1
AFTAB,1
aftab,1
aftab,1
AFTAB,1
zarin,0
ainrz,0
zarin,0
irazn,0
zarin,0
BIREN,1
biren,1
riben,1
biren,1
bnrie,1
vicky,1
VICKY,1
VICKY,1
kvyci,1
VICKY,1
KARISHMAASHITA,0
rhskiaaihamtsa,0
karishmaashita,0
KARISHMAASHITA,0
makashahtiasri,0
miloni,0
MILONI,0
linmio,0
minlio,0
nlimoi,0
nuari,0
rinau,0
inrau,0
runia,0
riaun,0
pranali,0
PRANALI,0
PRANALI,0
pranali,0
PRANALI,0
nliaom,0
MONALI,0
monali,0
oimanl,0
monali,0
goyi,1
yogi,1
YOGI,1
giyo,1
ogyi,1
omnsa,0
SONAM,0
sonam,0
SONAM,0
mason,0
AKHTAR,1
akhtar,1
AKHTAR,1
AKHTAR,1
aratkh,1
PRAPTI,0
PRAPTI,0
PRAPTI,0
piatpr,0
PRAPTI,0
bhoomik,1
BHOOMIK,1
mboikho,1
oikobhm,1
bhoomik,1
nirav,1
nirav,1
rvian,1
rvani,1
NIRAV,1
chirag,1
CHIRAG,1
chirag,1
chirag,1
rgachi,1
kundan,1
udnnak,1
kundan,1
kundan,1
knunad,1
aditi,0
tadii,0
ADITI,0
tadii,0
tidia,0
ajay,1
ajay,1
aajy,1
jaay,1
ajay,1
YUSUF,1
YUSUF,1
yufsu,1
sufuy,1
YUSUF,1
ranif,1
IRFAN,1
niarf,1
nrfai,1
fnari,1
heosgy,1
eygsho,1
oghyse,1
gsoehy,1
YOGESH,1
aashjyr,1
rhyjsaa,1
YASHRAJ,1
saahjry,1
YASHRAJ,1
ARISFA,0
isarfa,0
ifasar,0
siarfa,0
ARISFA,0
yagnesh,1
YAGNESH,1
YAGNESH,1
ehgsyna,1
hsgayen,1
diva,0
diva,0
diva,0
ivad,0
aidv,0
haresh,1
haresh,1
HARESH,1
ehhsra,1
rshhae,1
anmdi,1
amdin,1
nadim,1
minda,1
maind,1
imran,1
IMRAN,1
mnira,1
nirma,1
anrim,1
shenvi,1
sevnhi,1
VENISH,1
hesivn,1
esvnhi,1
aslmi,1
salim,1
msial,1
SALIM,1
salim,1
vrja,1
vajr,1
VRAJ,1
VRAJ,1
VRAJ,1
hkisha,1
shaikh,1
shaikh,1
sahhki,1
shaikh,1
VITHAL,1
avhilt,1
vithal,1
vithal,1
livtha,1
VISHRUT,1
VISHRUT,1
VISHRUT,1
vishrut,1
VISHRUT,1
vishal,1
VISHAL,1
VISHAL,1
VISHAL,1
VISHAL,1
KRUSHANG,1
gksuhnra,1
hnasrugk,1
nurhsgka,1
sahrukng,1
vrushang,1
vrushang,1
vrushang,1
VRUSHANG,1
avrshngu,1
alriv,1
avlri,1
ivarl,1
VIRAL,1
livra,1
SHRISHTI,0
rshsihti,0
tsihisrh,0
sithrsih,0
SHRISHTI,0
hirbta,0
ibrhta,0
bharti,0
BHARTI,0
hbrait,0
iachtr,0
rhciat,0
rcatih,0
chitra,0
ihacrt,0
ialalt,0
lalita,0
lalita,0
lliata,0
lalita,0
vanita,0
vanita,0
vanita,0
vanita,0
VANITA,0
injar,0
RAJNI,0
rjina,0
jainr,0
njiar,0
dolly,0
dolly,0
DOLLY,0
dolly,0
DOLLY,0
npomao,0
oomanp,0
POONAM,0
oamonp,0
amopno,0
lmipad,0
mpidla,0
dimpal,0
pidmla,0
maidlp,0
veera,0
eeavr,0
VEERA,0
eaevr,0
earev,0
aiknta,0
niaakt,0
ankita,0
ANKITA,0
ANKITA,0
MASUM,0
MASUM,0
smuam,0
masum,0
sumam,0
jneeta,0
tenaje,0
jeenat,0
taneej,0
tjeane,0
soniya,0
SONIYA,0
onaisy,0
onsiay,0
iasyon,0
NAMRTA,0
NAMRTA,0
namrta,0
namrta,0
mnraat,0
ridhima,0
RIDHIMA,0
ridhima,0
ridhima,0
iihardm,0
SMITA,0
smita,0
samit,0
SMITA,0
maits,0
aprawti,0
wriatpa,0
parwati,0
PARWATI,0
tpawari,0
ermap,0
prema,0
prema,0
apmer,0
PREMA,0
andnnii,0
niidann,0
NANDINI,0
niinnad,0
nandini,0
ntaak,0
KANTA,0
katan,0
kanta,0
tanka,0
VINU,1
VINU,1
VINU,1
uivn,1
VINU,1
RIZWAN,1
wrinza,1
riwnaz,1
rizwan,1
RIZWAN,1
VASHANT,1
VASHANT,1
vnhstaa,1
vashant,1
vashant,1
VANSHIKA,0
vanshika,0
aivhskna,0
nsaikavh,0
VANSHIKA,0
VALLABH,1
habalvl,1
lvlahab,1
vallabh,1
blavhal,1
swastik,1
swastik,1
stiaswk,1
SWASTIK,1
ksiwtas,1
shraddha,0
haradshd,0
rddhsaah,0
SHRADDHA,0
shdradha,0
pragati,0
iagrapt,0
iapatgr,0
apgitar,0
apartig,0
bhavana,0
banhaav,0
nhavaab,0
anvaahb,0
navahba,0
VALAJI,1
liavaj,1
valaji,1
VALAJI,1
ilaavj,1
argsa,1
sagar,1
SAGAR,1
rsaga,1
agrsa,1
nbihayr,1
yhinabr,1
nirbhay,1
arhyibn,1
nirbhay,1
erlgeagn,0
raenlgge,0
greengal,0
eengrgla,0
rleagegn,0
vakil,1
aikvl,1
viakl,1
ivkal,1
vakil,1
lutis,0
situl,0
tulsi,0
TULSI,0
stilu,0
UPENDRA,1
UPENDRA,1
uradenp,1
drnupea,1
rpnueda,1
leaen,0
aenle,0
anlee,0
neela,0
aelen,0
UMESH,1
UMESH,1
smeuh,1
UMESH,1
umshe,1
UMANG,1
magnu,1
umang,1
umang,1
umang,1
uka,1
uka,1
uka,1
uak,1
UKA,1
samita,0
aimtas,0
smatia,0
saatmi,0
siaamt,0
rhsaut,1
tarshu,1
TUSHAR,1
tushar,1
tashur,1
ISHAVAR,1
ishavar,1
ishavar,1
ishavar,1
ishavar,1
rviasa,1
ISAVAR,1
ISAVAR,1
isavar,1
sraiva,1
rkshi,1
KRISH,1
KRISH,1
krish,1
rshik,1
rsakhi,0
KRISHA,0
ikhsar,0
KRISHA,0
kharis,0
shpiyu,1
piyush,1
PIYUSH,1
yhpius,1
piyush,1
PIYUSHI,0
PIYUSHI,0
uyipish,0
psiiyuh,0
PIYUSHI,0
TIRTH,1
tirht,1
tithr,1
hirtt,1
TIRTH,1
tfosi,1
ftiso,1
TOSIF,1
TOSIF,1
tosif,1
lklaitm,1
TIKMLAL,1
tikmlal,1
TIKMLAL,1
lakmtli,1
THAKARSHI,1
hhitsarak,1
thakarshi,1
THAKARSHI,1
rsaathkih,1
shaurya,1
ahayrus,1
SHAURYA,1
usraayh,1
ahurays,1
sanadhya,0
aashndya,0
ahdaasny,0
hanaysad,0
aysaahdn,0
PRAHLAD,1
prahlad,1
prahlad,1
PRAHLAD,1
PRAHLAD,1
rabausah,1
aubarhsa,1
ruhsaaab,1
aasarhbu,1
rauabhas,1
gwstnae,1
gtanesw,1
tsgeawn,1
wegnsat,1
swetang,1
KANIKA,0
kanaki,0
kanaik,0
KANIKA,0
KANIKA,0
susil,1
ilsus,1
SUSIL,1
uilss,1
sslui,1
shakti,1
shakti,1
haktsi,1
atkshi,1
SHAKTI,1
iurhsd,1
iurdsh,1
iuhdsr,1
sudhir,1
hudris,1
namita,0
atinam,0
NAMITA,0
iatmna,0
namita,0
rajan,1
jnaar,1
RAJAN,1
raajn,1
jrana,1
SONANSHU,1
ansounhs,1
oshanusn,1
sonanshu,1
uonsnhas,1
raj,1
RAJ,1
raj,1
RAJ,1
raj,1
svaija,1
SAVAJI,1
SAVAJI,1
avsiaj,1
saajvi,1
vaibhav,1
ivbahva,1
bvaiavh,1
avbviah,1
vaibhav,1
PARESH,1
paresh,1
PARESH,1
ersahp,1
harspe,1
MITHIL,1
mithil,1
imtlhi,1
itlmhi,1
mithil,1
MEHUL,1
MEHUL,1
mehul,1
lumhe,1
MEHUL,1
midhav,0
iadhmv,0
madhvi,0
MADHVI,0
madhvi,0
skelpah,1
kalpesh,1
kalpesh,1
KALPESH,1
aelshpk,1
ahipk,0
ihapk,0
PAKHI,0
hkaip,0
pakhi,0
JAGDISH,1
JAGDISH,1
hadgsij,1
jhdsaig,1
siahdgj,1
pglao,1
glpoa,1
gopal,1
agolp,1
lpoga,1
dylalaa,1
yadalla,1
ldaaayl,1
aayldal,1
dlyaala,1
hiimjb,1
ijbmih,1
ihbjmi,1
hbjmii,1
bhimji,1
bhavik,1
khbvia,1
bhavik,1
hibvka,1
ivbkha,1
davair,1
ARAVID,1
aravid,1
airadv,1
vraiad,1
misa,0
imas,0
sima,0
misa,0
SIMA,0
SHUSILA,1
sisalhu,1
uhlasis,1
hasiusl,1
SHUSILA,1
SHAHID,1
SHAHID,1
SHAHID,1
shahid,1
SHAHID,1
vnaas,1
SAVAN,1
SAVAN,1
savan,1
savan,1
SAUMIL,1
saumil,1
maulsi,1
saumil,1
liuasm,1
srgana,1
ansarg,1
sagarn,1
sagarn,1
SARANG,1
indpsa,1
insdpa,1
SANDIP,1
snidap,1
ainspd,1
SANAT,1
anats,1
atans,1
sanat,1
SANAT,1
rmias,1
samir,1
SAMIR,1
samri,1
asrmi,1
jinag,0
JIGNA,0
njiag,0
niajg,0
aginj,0
rikuhs,1
khsuri,1
rushik,1
rushik,1
rushik,1
iekhsrn,1
RINKESH,1
RINKESH,1
RINKESH,1
RINKESH,1
hesmah,1
hesmah,1
mahesh,1
hashme,1
MAHESH,1
pragti,0
PRAGTI,0
PRAGTI,0
rgiatp,0
pragti,0
AMIT,1
amit,1
iamt,1
imat,1
amit,1
ranchod,1
rocndah,1
doncarh,1
adnrohc,1
nrdohca,1
ranjan,1
naanrj,1
njnara,1
ranjan,1
anjnar,1
anrpdi,1
pdrnia,1
RANDIP,1
airpnd,1
RANDIP,1
RAMLAL,1
RAMLAL,1
rmalla,1
amrall,1
ramlal,1
jenil,1
jenil,1
njeil,1
jilne,1
jenil,1
puan,1
PUNA,1
naup,1
PUNA,1
puna,1
prabhu,1
PRABHU,1
prahub,1
hrupba,1
urhbap,1
atrgap,1
pragat,1
PRAGAT,1
pragat,1
grptaa,1
PRACHI,0
ircahp,0
aphcri,0
hacrpi,0
prachi,0
arpfu l,1
praful ,1
praful ,1
l fparu,1
PRAFUL ,1
POPATLAL,1
POPATLAL,1
POPATLAL,1
popatlal,1
laoltppa,1
pinkesh,1
PINKESH,1
pinkesh,1
snikehp,1
senihpk,1
abdul,1
abdul,1
abdul,1
uldba,1
dalbu,1
ohad,1
oadh,1
ODHA,1
ODHA,1
hoda,1
jenish,1
jesinh,1
jenish,1
jinseh,1
JENISH,1
nitesh,1
NITESH,1
nitesh,1
tneshi,1
thines,1
nita,0
tian,0
itan,0
NITA,0
nita,0
niroj,1
jnori,1
niroj,1
jonir,1
njoir,1
mihens,1
nimesh,1
NIMESH,1
nimesh,1
eminsh,1
nilkanth,1
NILKANTH,1
NILKANTH,1
htkinnal,1
nantilkh,1
kujnni,1
nikunj,1
jinknu,1
NIKUNJ,1
nikunj,1
anlhi,1
anhli,1
nihal,1
naihl,1
anhli,1
NIHAR,1
ranih,1
NIHAR,1
ahrin,1
hrina,1
neeyal,1
neelay,1
yalene,1
neelay,1
elaeny,1
hsmnie,1
NEMISH,1
NEMISH,1
hisemn,1
NEMISH,1
lnee,1
nlee,1
enle,1
eeln,1
lene,1
INDRA,0
rdian,0
INDRA,0
riadn,0
radin,0
amujn,0
MANJU,0
MANJU,0
manju,0
uamnj,0
PARUL,0
arplu,0
parul,0
PARUL,0
PARUL,0
tara,0
aatr,0
tara,0
tara,0
TARA,0
krishka,0
KRISHKA,0
KRISHKA,0
shkiark,0
krishka,0
ILEMA,0
ilema,0
ILEMA,0
email,0
aeilm,0
iahabs,0
aasihb,0
SAHIBA,0
SAHIBA,0
haiasb,0
ninahdc,0
chandni,0
chandni,0
inchnda,0
aidnchn,0
mlaib,0
blmai,0
bimla,0
BIMLA,0
BIMLA,0
amay,0
maya,0
maya,0
MAYA,0
MAYA,0
saiatr,0
tirsaa,0
tisraa,0
SARITA,0
SARITA,0
biukrsh,0
bkisurh,0
irsubkh,0
sukhbir,0
sribhuk,0
saveta,0
asteav,0
saveta,0
saveta,0
SAVETA,0
rani,0
rani,0
rain,0
rain,0
RANI,0
kafia,0
KAFIA,0
KAFIA,0
ikaaf,0
KAFIA,0
nhisikma,0
minakshi,0
MINAKSHI,0
ihiasknm,0
MINAKSHI,0
shabana,0
sbaaanh,0
shabana,0
baasanh,0
sahnaab,0
kainy,0
yiank,0
akiyn,0
KINYA,0
kinya,0
mumtaz,0
mumtaz,0
mumtaz,0
zamtum,0
mumtaz,0
MOHINI,0
minhio,0
iomnih,0
mhoini,0
ohiimn,0
rupa,0
rupa,0
prau,0
RUPA,0
rupa,0
rajos,0
SAROJ,0
srjoa,0
saroj,0
osrja,0
pushpa,0
hsppau,0
auhspp,0
pushpa,0
PUSHPA,0
imarana,0
nimaara,0
ramania,0
imarana,0
IMARANA,0
kripya,0
kripya,0
kripya,0
yaripk,0
ikpary,0
alahnhcc,0
hcaclhna,0
anclhahc,0
chanchal,0
chanchal,0
amduh,0
madhu,0
dumha,0
udmah,0
amhud,0
DHAMISHTA,0
maihhsdat,0
dhamishta,0
DHAMISHTA,0
mtidahsah,0
SONALI,0
aosinl,0
sonali,0
sonali,0
SONALI,0
aampd,0
padma,0
dmpaa,0
PADMA,0
aadmp,0
yjaa,0
jaya,0
ajay,0
JAYA,0
JAYA,0
sumitra,0
sumitra,0
SUMITRA,0
sumitra,0
SUMITRA,0
aunth,1
tnahu,1
nathu,1
htaun,1
hutna,1
narsi,1
inars,1
asrni,1
iansr,1
narsi,1
anynaar,1
ananrya,1
narayan,1
naynraa,1
araanny,1
nanji,1
nanji,1
nanji,1
nanji,1
NANJI,1
nagji,1
janig,1
najig,1
gjani,1
jgina,1
irlmui,1
imuilr,1
imilur,1
murili,1
liirum,1
nbiip,1
BIPIN,1
bnipi,1
nbiip,1
BIPIN,1
RAMJI,1
RAMJI,1
arjmi,1
ramji,1
RAMJI,1
miraj,1
ramij,1
raimj,1
amjir,1
amirj,1
MAVJI,1
jimva,1
MAVJI,1
jivam,1
ijmva,1
nuam,1
nmua,1
nmau,1
manu,1
manu,1
MANSUKH,1
mhkasnu,1
mansukh,1
MANSUKH,1
mnakhsu,1
inajm,1
MANJI,1
ijnma,1
nmaji,1
MANJI,1
MANHAR,1
rmaahn,1
manhar,1
namarh,1
MANHAR,1
ianbvh,1
BHAVIN,1
abnhvi,1
vbhnia,1
BHAVIN,1
LAVAJI,1
lavaji,1
LAVAJI,1
lavaji,1
LAVAJI,1
hubshsa,1
SHUBHAS,1
shubhas,1
shubhas,1
shubhas,1
LABHU,1
uhlab,1
aublh,1
labhu,1
labhu,1
KISHOR,1
rhskio,1
krihos,1
KISHOR,1
shikro,1
ihskan,1
kishan,1
akinhs,1
KISHAN,1
kishan,1
kinjal,0
iakljn,0
ajlnik,0
KINJAL,0
kilajn,0
KHUSHALI,0
khushali,0
khushali,0
khushali,0
lihksauh,0
shaok,1
osahk,1
haoks,1
ahkos,1
hasok,1
BHIKHA,1
kabhih,1
bhikha,1
BHIKHA,1
bhikha,1
inevk,1
iknve,1
kevin,1
evnik,1
kevin,1
KEYUR,1
ykeur,1
kruye,1
kruye,1
KEYUR,1
ketan,1
KETAN,1
nekta,1
ketan,1
kenat,1
hasmukh,1
uhkmsah,1
mshauhk,1
sukamhh,1
kamhush,1
lakihsa,0
KAILASH,0
lsiaakh,0
haikasl,0
ilahkas,0
atvaik,0
katavi,0
itakva,0
KAVITA,0
KAVITA,0
nraaks,1
karsan,1
rnaaks,1
akrasn,1
KARSAN,1
anajsy,1
SANJAY,1
jasyan,1
SANJAY,1
anasjy,1
KARAN,1
KARAN,1
rkaan,1
KARAN,1
aaknr,1
lkipa,1
KAPLI,1
KAPLI,1
aiplk,1
paikl,1
KAMAL,1
kmaal,1
makla,1
kamal,1
kamal,1
kalpana,0
kalpana,0
alkpana,0
kalpana,0
KALPANA,0
JIVRAJ,1
JIVRAJ,1
rjivaj,1
jivraj,1
ijavrj,1
jivan,1
jivan,1
jivan,1
jivan,1
jivan,1
JITU,1
JITU,1
JITU,1
ituj,1
JITU,1
JIGAR,1
arjig,1
JIGAR,1
jargi,1
JIGAR,1
nayan,1
nayan,1
ynana,1
aanyn,1
nayan,1
jasvant,1
antjvsa,1
JASVANT,1
jnavtsa,1
jasvant,1
anvnda,0
VANDNA,0
vandna,0
ndavna,0
anndva,0
KIRAN,0
kiran,0
narki,0
nrkai,0
KIRAN,0
iugar,0
GAURI,0
guria,0
iagur,0
riuga,0
tira,0
tair,0
irat,0
rita,0
riat,0
NEETU,0
neetu,0
neetu,0
uneet,0
NEETU,0
NURBI,0
runbi,0
bnrui,0
nurbi,0
NURBI,0
emtahla,0
hatealm,0
lehamta,0
HEMLATA,0
HEMLATA,0
lmhea,0
hemal,0
melah,0
HEMAL,0
mehla,0
tiayda,0
aditya,0
ADITYA,0
ydtiaa,0
aditya,0
juan,0
janu,0
juan,0
anuj,0
janu,0
ojalk,0
ojalk,0
ojkal,0
kajol,0
KAJOL,0
parvti,0
arpvti,0
vtrpai,0
PARVTI,0
parvti,0
sarrjiaewh,0
arewjirahs,0
wrseaarihj,0
ejwsrhriaa,0
rajeshwari,0
saihflai,0
SHAIFALI,0
ialhfais,0
SHAIFALI,0
shaifali,0
tanya,0
TANYA,0
anyta,0
TANYA,0
tayan,0
ilnam,0
aimnl,0
NILAM,0
NILAM,0
inmla,0
hetavi,0
ieavth,0
eivtah,0
aevhti,0
ehtiva,0
dpeebhva,0
bhavdeep,0
bhavdeep,0
bhavdeep,0
ephdbeva,0
diana,0
DIANA,0
inada,0
aandi,0
DIANA,0
sonam,0
asmno,0
anmso,0
nomas,0
omsan,0
sukhmani,0
hainmusk,0
sukhmani,0
sukhmani,0
sukhmani,0
raaaik,0
KIARAA,0
iarkaa,0
kiaraa,0
KIARAA,0
ALIA,0
ilaa,0
alia,0
ALIA,0
aila,0
SATPAL,1
satpal,1
satpal,1
